Data_godzina	Pobor_[kWh]	Generowanie_[kWh]
06.03.2020 23:00	0,598	0
06.03.2020 00:00	0,619	0
07.03.2020 01:00	0,441	0
07.03.2020 02:00	0,383	0
07.03.2020 03:00	0,333	0
07.03.2020 04:00	0,286	0
07.03.2020 05:00	0,269	0
07.03.2020 06:00	0,347	0
07.03.2020 07:00	0,246	0
07.03.2020 08:00	0,219	0,018
07.03.2020 09:00	0,075	0,146
07.03.2020 10:00	1,418	0,376
07.03.2020 11:00	1,257	0,286
07.03.2020 12:00	1,11	0,073
07.03.2020 13:00	1,221	0,01
07.03.2020 14:00	1,094	0,031
07.03.2020 15:00	1,262	0
07.03.2020 16:00	0,642	0,006
07.03.2020 17:00	2,547	0
07.03.2020 18:00	1,488	0
07.03.2020 19:00	1,316	0
07.03.2020 20:00	0,724	0
07.03.2020 21:00	0,663	0
07.03.2020 22:00	0,773	0
07.03.2020 23:00	1,463	0
07.03.2020 00:00	1,744	0
08.03.2020 01:00	1,573	0
08.03.2020 02:00	1,961	0
08.03.2020 03:00	0,378	0
08.03.2020 04:00	0,308	0
08.03.2020 05:00	0,294	0
08.03.2020 06:00	0,294	0
08.03.2020 07:00	0,574	0
08.03.2020 08:00	0,553	0,178
08.03.2020 09:00	0,014	0,952
08.03.2020 10:00	0,234	1,305
08.03.2020 11:00	0,295	1,301
08.03.2020 12:00	0,054	1,239
08.03.2020 13:00	0,551	0,19
08.03.2020 14:00	0,305	0,4
08.03.2020 15:00	0,778	0,266
08.03.2020 16:00	0,685	0,014
08.03.2020 17:00	0,608	0,095
08.03.2020 18:00	0,689	0
08.03.2020 19:00	0,809	0
08.03.2020 20:00	0,852	0
08.03.2020 21:00	0,948	0
08.03.2020 22:00	0,822	0
08.03.2020 23:00	0,949	0
08.03.2020 00:00	0,869	0
09.03.2020 01:00	0,782	0
09.03.2020 02:00	0,3	0
09.03.2020 03:00	0,339	0
09.03.2020 04:00	0,359	0
09.03.2020 05:00	0,389	0
09.03.2020 06:00	0,286	0
09.03.2020 07:00	0,243	0,053
09.03.2020 08:00	0,008	1,089
09.03.2020 09:00	0,193	1,992
09.03.2020 10:00	0,446	3,182
09.03.2020 11:00	0	5,232
09.03.2020 12:00	0,396	3,732
09.03.2020 13:00	0,012	1,523
09.03.2020 14:00	0,048	0,954
09.03.2020 15:00	2,247	0,34
09.03.2020 16:00	0,402	0,296
09.03.2020 17:00	0,386	0,084
09.03.2020 18:00	0,74	0,004
09.03.2020 19:00	0,66	0
09.03.2020 20:00	1,254	0
09.03.2020 21:00	1,539	0
09.03.2020 22:00	0,997	0
09.03.2020 23:00	0,867	0
09.03.2020 00:00	0,603	0
10.03.2020 01:00	0,455	0
10.03.2020 02:00	0,391	0
10.03.2020 03:00	0,288	0
10.03.2020 04:00	0,303	0
10.03.2020 05:00	0,38	0
10.03.2020 06:00	0,355	0
10.03.2020 07:00	0,376	0,028
10.03.2020 08:00	0,066	1,135
10.03.2020 09:00	0,001	2,695
10.03.2020 10:00	0	3,355
10.03.2020 11:00	0,238	3,301
10.03.2020 12:00	0,109	3,618
10.03.2020 13:00	0,013	2,633
10.03.2020 14:00	0,035	2,099
10.03.2020 15:00	0,009	3,118
10.03.2020 16:00	0,036	1,361
10.03.2020 17:00	0,508	0,301
10.03.2020 18:00	0,617	0,002
10.03.2020 19:00	0,718	0
10.03.2020 20:00	1,056	0
10.03.2020 21:00	0,798	0
10.03.2020 22:00	0,688	0
10.03.2020 23:00	0,846	0
10.03.2020 00:00	0,932	0
11.03.2020 01:00	1,912	0
11.03.2020 02:00	1,01	0
11.03.2020 03:00	0,621	0
11.03.2020 04:00	0,464	0
11.03.2020 05:00	0,376	0
11.03.2020 06:00	0,33	0
11.03.2020 07:00	0,264	0
11.03.2020 08:00	0,222	0,014
11.03.2020 09:00	0,124	0,244
11.03.2020 10:00	0,017	0,761
11.03.2020 11:00	0,699	0,287
11.03.2020 12:00	0,864	0,81
11.03.2020 13:00	0,009	2,977
11.03.2020 14:00	0,627	2,561
11.03.2020 15:00	0,024	2,817
11.03.2020 16:00	0,082	1,098
11.03.2020 17:00	0,414	0,155
11.03.2020 18:00	0,958	0
11.03.2020 19:00	0,769	0
11.03.2020 20:00	0,956	0
11.03.2020 21:00	1,192	0
11.03.2020 22:00	1,109	0
11.03.2020 23:00	1,084	0
11.03.2020 00:00	1,104	0
12.03.2020 01:00	1,348	0
12.03.2020 02:00	1,365	0
12.03.2020 03:00	0,453	0
12.03.2020 04:00	0,357	0
12.03.2020 05:00	0,313	0
12.03.2020 06:00	0,348	0
12.03.2020 07:00	0,331	0,001
12.03.2020 08:00	0,425	0,188
12.03.2020 09:00	0,012	2,327
12.03.2020 10:00	0	4,811
12.03.2020 11:00	0,005	3,01
12.03.2020 12:00	0	4,204
12.03.2020 13:00	0,018	1,579
12.03.2020 14:00	0,011	3,065
12.03.2020 15:00	0,315	1,455
12.03.2020 16:00	0,191	0,356
12.03.2020 17:00	1,566	0,091
12.03.2020 18:00	1,071	0
12.03.2020 19:00	0,82	0
12.03.2020 20:00	0,879	0
12.03.2020 21:00	0,877	0
12.03.2020 22:00	0,935	0
12.03.2020 23:00	1,024	0
12.03.2020 00:00	0,825	0
13.03.2020 01:00	1,361	0
13.03.2020 02:00	1,175	0
13.03.2020 03:00	0,44	0
13.03.2020 04:00	0,324	0
13.03.2020 05:00	0,376	0
13.03.2020 06:00	0,391	0
13.03.2020 07:00	0,245	0,055
13.03.2020 08:00	0,068	0,693
13.03.2020 09:00	0,012	1,014
13.03.2020 10:00	0,071	0,57
13.03.2020 11:00	0,223	3,206
13.03.2020 12:00	0,197	3,454
13.03.2020 13:00	0,023	4,82
13.03.2020 14:00	0	4,668
13.03.2020 15:00	0,038	2,65
13.03.2020 16:00	1,005	0,423
13.03.2020 17:00	0,49	0,049
13.03.2020 18:00	1,134	0,003
13.03.2020 19:00	1,468	0
13.03.2020 20:00	1,503	0
13.03.2020 21:00	0,974	0
13.03.2020 22:00	0,922	0
13.03.2020 23:00	1,008	0
13.03.2020 00:00	1,681	0
14.03.2020 01:00	1,491	0
14.03.2020 02:00	0,589	0
14.03.2020 03:00	0,696	0
14.03.2020 04:00	0,771	0
14.03.2020 05:00	0,383	0
14.03.2020 06:00	0,405	0
14.03.2020 07:00	0,264	0,054
14.03.2020 08:00	0,118	0,544
14.03.2020 09:00	0,064	1,288
14.03.2020 10:00	0,032	2,709
14.03.2020 11:00	0,224	2,989
14.03.2020 12:00	0,291	1,382
14.03.2020 13:00	0,05	3,536
14.03.2020 14:00	0,493	3,758
14.03.2020 15:00	0,018	2,788
14.03.2020 16:00	0,589	1,231
14.03.2020 17:00	3,195	0,109
14.03.2020 18:00	1,668	0
14.03.2020 19:00	1,487	0
14.03.2020 20:00	1,705	0
14.03.2020 21:00	0,949	0
14.03.2020 22:00	1,138	0
14.03.2020 23:00	1,41	0
14.03.2020 00:00	1,722	0
15.03.2020 01:00	0,442	0
15.03.2020 02:00	0,365	0
15.03.2020 03:00	0,357	0
15.03.2020 04:00	0,362	0
15.03.2020 05:00	0,278	0
15.03.2020 06:00	0,404	0
15.03.2020 07:00	0,196	0,186
15.03.2020 08:00	0	1,867
15.03.2020 09:00	0	4,186
15.03.2020 10:00	0	5,643
15.03.2020 11:00	0	6,234
15.03.2020 12:00	0,003	5,88
15.03.2020 13:00	0,217	4,856
15.03.2020 14:00	0,019	4,726
15.03.2020 15:00	0,003	3,072
15.03.2020 16:00	0,012	1,202
15.03.2020 17:00	1,223	0,215
15.03.2020 18:00	1,17	0,003
15.03.2020 19:00	1,143	0
15.03.2020 20:00	0,947	0
15.03.2020 21:00	0,872	0
15.03.2020 22:00	0,701	0
15.03.2020 23:00	1,298	0
15.03.2020 00:00	0,794	0
16.03.2020 01:00	0,806	0
16.03.2020 02:00	1,296	0
16.03.2020 03:00	1,792	0
16.03.2020 04:00	0,493	0
16.03.2020 05:00	0,53	0
16.03.2020 06:00	0,922	0
16.03.2020 07:00	0,192	0,248
16.03.2020 08:00	0	1,648
16.03.2020 09:00	0	4,08
16.03.2020 10:00	0	3,999
16.03.2020 11:00	0	3,642
16.03.2020 12:00	0	2,981
16.03.2020 13:00	0,04	3,837
16.03.2020 14:00	0,614	1,614
16.03.2020 15:00	0,014	1,838
16.03.2020 16:00	0,064	1,277
16.03.2020 17:00	0,426	0,126
16.03.2020 18:00	0,623	0
16.03.2020 19:00	0,928	0
16.03.2020 20:00	0,879	0
16.03.2020 21:00	0,926	0
16.03.2020 22:00	0,88	0
16.03.2020 23:00	1,067	0
16.03.2020 00:00	0,929	0
17.03.2020 01:00	1,403	0
17.03.2020 02:00	1,935	0
17.03.2020 03:00	0,758	0
17.03.2020 04:00	0,266	0
17.03.2020 05:00	0,338	0
17.03.2020 06:00	0,377	0
17.03.2020 07:00	0,287	0,193
17.03.2020 08:00	0,186	1,453
17.03.2020 09:00	0	3,648
17.03.2020 10:00	0	5,046
17.03.2020 11:00	0	5,567
17.03.2020 12:00	0	5,64
17.03.2020 13:00	0	5,163
17.03.2020 14:00	0,108	4,25
17.03.2020 15:00	0,044	2,863
17.03.2020 16:00	0,042	1,25
17.03.2020 17:00	0,284	0,199
17.03.2020 18:00	0,534	0
17.03.2020 19:00	0,67	0
17.03.2020 20:00	1,183	0
17.03.2020 21:00	0,99	0
17.03.2020 22:00	0,846	0
17.03.2020 23:00	0,894	0
17.03.2020 00:00	0,792	0
18.03.2020 01:00	1,217	0
18.03.2020 02:00	1,287	0
18.03.2020 03:00	0,47	0
18.03.2020 04:00	0,276	0
18.03.2020 05:00	0,315	0
18.03.2020 06:00	0,404	0
18.03.2020 07:00	0,188	0,123
18.03.2020 08:00	0,003	1,169
18.03.2020 09:00	0	3,143
18.03.2020 10:00	0,005	4,199
18.03.2020 11:00	0	5,033
18.03.2020 12:00	0	5,123
18.03.2020 13:00	0,032	4,421
18.03.2020 14:00	0,122	3,628
18.03.2020 15:00	0,839	2,101
18.03.2020 16:00	0,023	1,08
18.03.2020 17:00	0,18	0,285
18.03.2020 18:00	0,592	0,017
18.03.2020 19:00	0,758	0
18.03.2020 20:00	0,692	0
18.03.2020 21:00	1,395	0
18.03.2020 22:00	0,839	0
18.03.2020 23:00	0,726	0
18.03.2020 00:00	1,228	0
19.03.2020 01:00	2,162	0
19.03.2020 02:00	0,419	0
19.03.2020 03:00	0,322	0
19.03.2020 04:00	0,897	0
19.03.2020 05:00	0,407	0
19.03.2020 06:00	0,274	0
19.03.2020 07:00	0,11	0,177
19.03.2020 08:00	0	1,58
19.03.2020 09:00	0,89	1,422
19.03.2020 10:00	0,032	3,757
19.03.2020 11:00	0,049	4,897
19.03.2020 12:00	0	5,318
19.03.2020 13:00	0,582	2,641
19.03.2020 14:00	0,403	0,483
19.03.2020 15:00	0,355	0,327
19.03.2020 16:00	0,653	0,147
19.03.2020 17:00	0,853	0,086
19.03.2020 18:00	1,296	0
19.03.2020 19:00	1,48	0
19.03.2020 20:00	1,021	0
19.03.2020 21:00	0,74	0
19.03.2020 22:00	1,166	0
19.03.2020 23:00	0,925	0
19.03.2020 00:00	1,743	0
20.03.2020 01:00	1,049	0
20.03.2020 02:00	0,343	0
20.03.2020 03:00	0,317	0
20.03.2020 04:00	0,283	0
20.03.2020 05:00	0,332	0
20.03.2020 06:00	0,317	0
20.03.2020 07:00	0,2	0,014
20.03.2020 08:00	0,135	0,062
20.03.2020 09:00	0,15	0,144
20.03.2020 10:00	0,169	0,232
20.03.2020 11:00	0,076	0,511
20.03.2020 12:00	0	2,595
20.03.2020 13:00	0,106	3,608
20.03.2020 14:00	0,056	3,641
20.03.2020 15:00	1,002	0,723
20.03.2020 16:00	0,149	0,508
20.03.2020 17:00	0,645	0,079
20.03.2020 18:00	0,843	0,01
20.03.2020 19:00	1,003	0
20.03.2020 20:00	1,133	0
20.03.2020 21:00	1,258	0
20.03.2020 22:00	1,117	0
20.03.2020 23:00	1,154	0
20.03.2020 00:00	1,154	0
21.03.2020 01:00	1,028	0
21.03.2020 02:00	1,532	0
21.03.2020 03:00	0,903	0
21.03.2020 04:00	0,377	0
21.03.2020 05:00	0,287	0
21.03.2020 06:00	0,408	0
21.03.2020 07:00	0,331	0,002
21.03.2020 08:00	0,146	0,098
21.03.2020 09:00	0,097	0,162
21.03.2020 10:00	0,012	0,875
21.03.2020 11:00	0,349	0,245
21.03.2020 12:00	0,433	0,21
21.03.2020 13:00	2,03	0,005
21.03.2020 14:00	0,787	0,027
21.03.2020 15:00	1,262	0,069
21.03.2020 16:00	0,385	0,157
21.03.2020 17:00	2,618	0,003
21.03.2020 18:00	1,839	0
21.03.2020 19:00	1,127	0
21.03.2020 20:00	0,928	0
21.03.2020 21:00	0,983	0
21.03.2020 22:00	2,379	0
21.03.2020 23:00	1,064	0
21.03.2020 00:00	1,056	0
22.03.2020 01:00	0,94	0
22.03.2020 02:00	1,999	0
22.03.2020 03:00	1,236	0
22.03.2020 04:00	0,354	0
22.03.2020 05:00	0,379	0
22.03.2020 06:00	0,279	0
22.03.2020 07:00	0,089	0,358
22.03.2020 08:00	0,001	1,288
22.03.2020 09:00	0	1,391
22.03.2020 10:00	0,001	2,711
22.03.2020 11:00	0,142	0,588
22.03.2020 12:00	0,363	0,339
22.03.2020 13:00	0,312	1,652
22.03.2020 14:00	0,237	2,213
22.03.2020 15:00	1	0,676
22.03.2020 16:00	2,048	0,228
22.03.2020 17:00	0,368	0,24
22.03.2020 18:00	0,814	0
22.03.2020 19:00	1,876	0
22.03.2020 20:00	2,577	0
22.03.2020 21:00	1,489	0
22.03.2020 22:00	1,585	0
22.03.2020 23:00	2,027	0
22.03.2020 00:00	2,075	0
23.03.2020 01:00	1,811	0
23.03.2020 02:00	1,378	0
23.03.2020 03:00	0,478	0
23.03.2020 04:00	0,418	0
23.03.2020 05:00	0,391	0
23.03.2020 06:00	0,372	0
23.03.2020 07:00	0,074	0,445
23.03.2020 08:00	0	2,173
23.03.2020 09:00	0	4,347
23.03.2020 10:00	0,034	4,727
23.03.2020 11:00	0,091	4,571
23.03.2020 12:00	0,175	3,275
23.03.2020 13:00	0,923	1,797
23.03.2020 14:00	0,777	2,606
23.03.2020 15:00	0,473	1,776
23.03.2020 16:00	0,09	0,922
23.03.2020 17:00	0,733	0,16
23.03.2020 18:00	0,861	0,003
23.03.2020 19:00	1,127	0
23.03.2020 20:00	0,975	0
23.03.2020 21:00	1,056	0
23.03.2020 22:00	1,254	0
23.03.2020 23:00	0,948	0
23.03.2020 00:00	0,906	0
24.03.2020 01:00	1,453	0
24.03.2020 02:00	2,612	0
24.03.2020 03:00	0,701	0
24.03.2020 04:00	0,378	0
24.03.2020 05:00	0,361	0
24.03.2020 06:00	0,355	0,002
24.03.2020 07:00	0,051	0,488
24.03.2020 08:00	0,001	2,178
24.03.2020 09:00	0,001	4,428
24.03.2020 10:00	0,353	4,761
24.03.2020 11:00	0,033	5,572
24.03.2020 12:00	0	5,911
24.03.2020 13:00	0,021	5,702
24.03.2020 14:00	0,038	4,233
24.03.2020 15:00	0,164	2,702
24.03.2020 16:00	0,334	1,265
24.03.2020 17:00	0,514	0,206
24.03.2020 18:00	0,987	0,009
24.03.2020 19:00	1,247	0
24.03.2020 20:00	1,051	0
24.03.2020 21:00	1,796	0
24.03.2020 22:00	2,405	0
24.03.2020 23:00	1,446	0
24.03.2020 00:00	1,439	0
25.03.2020 01:00	2,051	0
25.03.2020 02:00	2,42	0
25.03.2020 03:00	1,352	0
25.03.2020 04:00	0,315	0
25.03.2020 05:00	0,368	0
25.03.2020 06:00	0,377	0
25.03.2020 07:00	0,052	0,471
25.03.2020 08:00	0	2,264
25.03.2020 09:00	0	4,326
25.03.2020 10:00	0	5,723
25.03.2020 11:00	0,054	5,576
25.03.2020 12:00	0,002	5,911
25.03.2020 13:00	0,02	5,206
25.03.2020 14:00	0	4,805
25.03.2020 15:00	0,023	3,104
25.03.2020 16:00	0,886	0,945
25.03.2020 17:00	0,336	0,132
25.03.2020 18:00	1,702	0
25.03.2020 19:00	2,301	0
25.03.2020 20:00	2,941	0
25.03.2020 21:00	1,497	0
25.03.2020 22:00	1,96	0
25.03.2020 23:00	1,583	0
25.03.2020 00:00	1,293	0
26.03.2020 01:00	1,202	0
26.03.2020 02:00	1,914	0
26.03.2020 03:00	0,892	0
26.03.2020 04:00	0,822	0
26.03.2020 05:00	1,322	0
26.03.2020 06:00	0,295	0,001
26.03.2020 07:00	0,068	0,23
26.03.2020 08:00	0,051	1,22
26.03.2020 09:00	0,001	1,093
26.03.2020 10:00	0	2,632
26.03.2020 11:00	0,006	4,469
26.03.2020 12:00	0,078	4,814
26.03.2020 13:00	0,432	3,657
26.03.2020 14:00	0,043	3,238
26.03.2020 15:00	0,062	1,419
26.03.2020 16:00	1,879	0,208
26.03.2020 17:00	2,671	0,064
26.03.2020 18:00	1,568	0
26.03.2020 19:00	1,422	0
26.03.2020 20:00	1,183	0
26.03.2020 21:00	1,123	0
26.03.2020 22:00	1,981	0
26.03.2020 23:00	2,449	0
26.03.2020 00:00	2,032	0
27.03.2020 01:00	0,67	0
27.03.2020 02:00	0,695	0
27.03.2020 03:00	0,729	0
27.03.2020 04:00	0,646	0
27.03.2020 05:00	0,517	0
27.03.2020 06:00	0,768	0
27.03.2020 07:00	0,034	0,392
27.03.2020 08:00	0	2,056
27.03.2020 09:00	0	4,005
27.03.2020 10:00	0	5,144
27.03.2020 11:00	0	5,678
27.03.2020 12:00	0	5,615
27.03.2020 13:00	0,25	4,379
27.03.2020 14:00	0,286	3,6
27.03.2020 15:00	1,011	2,292
27.03.2020 16:00	0,089	1,288
27.03.2020 17:00	0,328	0,282
27.03.2020 18:00	0,367	0,02
27.03.2020 19:00	1,06	0
27.03.2020 20:00	0,788	0
27.03.2020 21:00	0,758	0
27.03.2020 22:00	0,834	0
27.03.2020 23:00	0,812	0
27.03.2020 00:00	0,74	0
28.03.2020 01:00	1,235	0
28.03.2020 02:00	1,296	0
28.03.2020 03:00	0,479	0
28.03.2020 04:00	0,6	0
28.03.2020 05:00	0,349	0
28.03.2020 06:00	0,308	0,001
28.03.2020 07:00	0,028	0,462
28.03.2020 08:00	0	2,042
28.03.2020 09:00	0	4,033
28.03.2020 10:00	0	5,156
28.03.2020 11:00	0,151	4,95
28.03.2020 12:00	0,269	4,332
28.03.2020 13:00	0,047	4,316
28.03.2020 14:00	0,019	3,983
28.03.2020 15:00	0,106	2,349
28.03.2020 16:00	2,715	0,411
28.03.2020 17:00	1,974	0,02
28.03.2020 18:00	1,419	0
28.03.2020 19:00	1,397	0
28.03.2020 20:00	1,155	0
28.03.2020 21:00	1,132	0
28.03.2020 22:00	1,22	0
28.03.2020 23:00	1,378	0
28.03.2020 00:00	1,382	0
29.03.2020 01:00	1,029	0
29.03.2020 02:00	1,32	0
29.03.2020 03:00	1,12	0
29.03.2020 04:00	1,855	0
29.03.2020 05:00	0,513	0
29.03.2020 06:00	0,53	0
29.03.2020 07:00	1,235	0
29.03.2020 08:00	0,133	0,124
29.03.2020 09:00	0,001	0,7
29.03.2020 10:00	0	1,121
29.03.2020 11:00	0,04	2,337
29.03.2020 12:00	0,478	3,114
29.03.2020 13:00	0,856	1,911
29.03.2020 14:00	0,027	2,481
29.03.2020 15:00	0,249	1,442
29.03.2020 16:00	0,731	0,221
29.03.2020 17:00	1,359	0,018
29.03.2020 18:00	1,054	0,034
29.03.2020 19:00	1,956	0
29.03.2020 20:00	2	0
29.03.2020 21:00	1,303	0
29.03.2020 22:00	1,221	0
29.03.2020 23:00	1,499	0
29.03.2020 00:00	1,095	0
30.03.2020 01:00	1,386	0
30.03.2020 02:00	1,264	0
30.03.2020 03:00	1,456	0
30.03.2020 04:00	0,678	0
30.03.2020 05:00	0,537	0
30.03.2020 06:00	0,603	0
30.03.2020 07:00	0,375	0
30.03.2020 08:00	0,251	0,007
30.03.2020 09:00	0,095	0,086
30.03.2020 10:00	0,015	2,591
30.03.2020 11:00	0,217	3,636
30.03.2020 12:00	0,127	2,477
30.03.2020 13:00	0,34	1,723
30.03.2020 14:00	0,899	1,696
30.03.2020 15:00	1,482	1,65
30.03.2020 16:00	0,98	0,699
30.03.2020 17:00	0,385	0,681
30.03.2020 18:00	0,351	0,18
30.03.2020 19:00	0,48	0,012
30.03.2020 20:00	0,963	0
30.03.2020 21:00	1,009	0
30.03.2020 22:00	1,018	0
30.03.2020 23:00	0,816	0
30.03.2020 00:00	1,258	0
31.03.2020 01:00	0,867	0
31.03.2020 02:00	1,177	0
31.03.2020 03:00	1,348	0
31.03.2020 04:00	0,71	0
31.03.2020 05:00	0,633	0
31.03.2020 06:00	0,539	0
31.03.2020 07:00	1,312	0,003
31.03.2020 08:00	0,654	0,222
31.03.2020 09:00	0,616	0,631
31.03.2020 10:00	0,505	0,793
31.03.2020 11:00	0,094	2,794
31.03.2020 12:00	0,005	4,428
31.03.2020 13:00	0,154	1,54
31.03.2020 14:00	0,209	3,945
31.03.2020 15:00	0,124	3,085
31.03.2020 16:00	0,5	1,139
31.03.2020 17:00	1,174	0,143
31.03.2020 18:00	1,869	0
31.03.2020 19:00	1,714	0
31.03.2020 20:00	2,21	0
31.03.2020 21:00	3,124	0
31.03.2020 22:00	2,969	0
31.03.2020 23:00	2,648	0
31.03.2020 00:00	2,637	0
01.04.2020 01:00	2,657	0
01.04.2020 02:00	2,025	0
01.04.2020 03:00	1,575	0
01.04.2020 04:00	0,481	0
01.04.2020 05:00	0,48	0
01.04.2020 06:00	0,503	0
01.04.2020 07:00	0,501	0,001
01.04.2020 08:00	0,842	0,477
01.04.2020 09:00	0,346	1,92
01.04.2020 10:00	0	3,876
01.04.2020 11:00	0,301	3,121
01.04.2020 12:00	0,205	5,347
01.04.2020 13:00	0,135	5,161
01.04.2020 14:00	0	5,503
01.04.2020 15:00	0	4,121
01.04.2020 16:00	0,51	2,352
01.04.2020 17:00	0,785	0,767
01.04.2020 18:00	0,436	0,155
01.04.2020 19:00	1,98	0
01.04.2020 20:00	2,1	0
01.04.2020 21:00	2,059	0
01.04.2020 22:00	1,138	0
01.04.2020 23:00	5,316	0
01.04.2020 00:00	2,034	0
02.04.2020 01:00	1,584	0
02.04.2020 02:00	0,718	0
02.04.2020 03:00	0,443	0
02.04.2020 04:00	0,399	0
02.04.2020 05:00	0,452	0
02.04.2020 06:00	0,958	0
02.04.2020 07:00	1,632	0,013
02.04.2020 08:00	0,304	0,64
02.04.2020 09:00	0	2,387
02.04.2020 10:00	0,038	4,512
02.04.2020 11:00	0	5,647
02.04.2020 12:00	0	6,01
02.04.2020 13:00	0,012	5,628
02.04.2020 14:00	0	5,725
02.04.2020 15:00	0,961	3,881
02.04.2020 16:00	0,385	2,609
02.04.2020 17:00	0,069	1,416
02.04.2020 18:00	0,413	0,271
02.04.2020 19:00	0,914	0,01
02.04.2020 20:00	2,624	0
02.04.2020 21:00	1,583	0
02.04.2020 22:00	1,298	0
02.04.2020 23:00	1,749	0
02.04.2020 00:00	1,224	0
03.04.2020 01:00	1,989	0
03.04.2020 02:00	1,634	0
03.04.2020 03:00	0,812	0
03.04.2020 04:00	0,395	0
03.04.2020 05:00	0,538	0
03.04.2020 06:00	0,321	0
03.04.2020 07:00	0,28	0,009
03.04.2020 08:00	0,014	0,62
03.04.2020 09:00	0,067	1,372
03.04.2020 10:00	0	2,781
03.04.2020 11:00	0,031	2,545
03.04.2020 12:00	0,037	2,083
03.04.2020 13:00	0,166	0,948
03.04.2020 14:00	0,225	0,657
03.04.2020 15:00	0,536	2,042
03.04.2020 16:00	0,466	0,661
03.04.2020 17:00	0,587	0,421
03.04.2020 18:00	1,133	0,098
03.04.2020 19:00	1,182	0,006
03.04.2020 20:00	2,156	0
03.04.2020 21:00	3,365	0
03.04.2020 22:00	1,365	0
03.04.2020 23:00	1,388	0
03.04.2020 00:00	1,515	0
04.04.2020 01:00	2,753	0
04.04.2020 02:00	2,117	0
04.04.2020 03:00	0,674	0
04.04.2020 04:00	0,679	0
04.04.2020 05:00	0,464	0
04.04.2020 06:00	0,81	0
04.04.2020 07:00	0,822	0
04.04.2020 08:00	0,378	0,569
04.04.2020 09:00	0,002	2,149
04.04.2020 10:00	0,086	3,843
04.04.2020 11:00	0,003	5,01
04.04.2020 12:00	0,047	5,336
04.04.2020 13:00	0,244	4,641
04.04.2020 14:00	0,908	2,679
04.04.2020 15:00	0,488	2,482
04.04.2020 16:00	1,033	1,126
04.04.2020 17:00	0,305	0,468
04.04.2020 18:00	0,367	0,168
04.04.2020 19:00	1,179	0,016
04.04.2020 20:00	1,698	0
04.04.2020 21:00	2,71	0
04.04.2020 22:00	2,768	0
04.04.2020 23:00	2,432	0
04.04.2020 00:00	2,035	0
05.04.2020 01:00	2,554	0
05.04.2020 02:00	2,267	0
05.04.2020 03:00	1,193	0
05.04.2020 04:00	0,552	0
05.04.2020 05:00	0,458	0
05.04.2020 06:00	0,944	0
05.04.2020 07:00	0,425	0,017
05.04.2020 08:00	0,001	0,702
05.04.2020 09:00	0	2,576
05.04.2020 10:00	0	4,796
05.04.2020 11:00	0,007	5,609
05.04.2020 12:00	0,017	5,896
05.04.2020 13:00	0,027	5,668
05.04.2020 14:00	0,196	4,487
05.04.2020 15:00	0,22	3,816
05.04.2020 16:00	0,615	2,275
05.04.2020 17:00	0,019	1,306
05.04.2020 18:00	0,899	0,202
05.04.2020 19:00	0,628	0,037
05.04.2020 20:00	0,963	0
05.04.2020 21:00	2,051	0
05.04.2020 22:00	1,014	0
05.04.2020 23:00	0,886	0
05.04.2020 00:00	0,928	0
06.04.2020 01:00	1,314	0
06.04.2020 02:00	1,165	0
06.04.2020 03:00	0,294	0
06.04.2020 04:00	0,52	0
06.04.2020 05:00	0,381	0
06.04.2020 06:00	0,34	0
06.04.2020 07:00	1,001	0,04
06.04.2020 08:00	0,698	0,557
06.04.2020 09:00	0,355	2,207
06.04.2020 10:00	0,056	4,246
06.04.2020 11:00	0,047	4,505
06.04.2020 12:00	0	5,611
06.04.2020 13:00	0,008	5,517
06.04.2020 14:00	0,003	5,203
06.04.2020 15:00	0,089	3,872
06.04.2020 16:00	0,487	2,117
06.04.2020 17:00	0,725	0,976
06.04.2020 18:00	0,243	0,13
06.04.2020 19:00	0,812	0
06.04.2020 20:00	0,968	0
06.04.2020 21:00	1,036	0
06.04.2020 22:00	0,975	0
06.04.2020 23:00	0,861	0
06.04.2020 00:00	0,972	0
07.04.2020 01:00	2,575	0
07.04.2020 02:00	1,133	0
07.04.2020 03:00	0,735	0
07.04.2020 04:00	0,339	0
07.04.2020 05:00	0,385	0
07.04.2020 06:00	0,317	0
07.04.2020 07:00	0,213	0,085
07.04.2020 08:00	0	0,856
07.04.2020 09:00	0	2,63
07.04.2020 10:00	0	4,65
07.04.2020 11:00	0	5,739
07.04.2020 12:00	0	6,174
07.04.2020 13:00	0,016	5,908
07.04.2020 14:00	0	5,681
07.04.2020 15:00	0	5,043
07.04.2020 16:00	0,001	3,275
07.04.2020 17:00	0,552	1,3
07.04.2020 18:00	0,786	0,241
07.04.2020 19:00	0,604	0
07.04.2020 20:00	1,04	0
07.04.2020 21:00	0,942	0
07.04.2020 22:00	1,708	0
07.04.2020 23:00	1,027	0
07.04.2020 00:00	0,811	0
08.04.2020 01:00	2,473	0
08.04.2020 02:00	1,95	0
08.04.2020 03:00	1,386	0
08.04.2020 04:00	0,382	0
08.04.2020 05:00	0,418	0
08.04.2020 06:00	0,328	0
08.04.2020 07:00	0,248	0,059
08.04.2020 08:00	0	0,854
08.04.2020 09:00	0,003	2,741
08.04.2020 10:00	0,056	4,573
08.04.2020 11:00	0	5,468
08.04.2020 12:00	0,029	5,666
08.04.2020 13:00	0,091	5,165
08.04.2020 14:00	0,003	5,155
