data_i	kod_k	kod_u
05.02.2019	NL	7302
05.02.2019	PE	12019
05.02.2019	RO	10943
05.02.2019	RS	8667
05.02.2019	TT	15167
05.02.2019	UA	11935
05.02.2019	UA	11654
05.02.2019	US	11655
05.02.2019	US	11383
05.02.2019	US	11350
05.02.2019	US	11210
05.02.2019	US	4208
05.02.2019	US	11773
05.02.2019	US	8586
05.02.2019	US	15188
05.02.2019	US	11025
05.02.2019	US	13413
05.02.2019	US	12589
06.02.2019	CA	5039
06.02.2019	DE	5022
06.02.2019	ES	4888
06.02.2019	ES	5134
06.02.2019	ES	4921
06.02.2019	FR	4960
06.02.2019	GB	9434
06.02.2019	HK	984
06.02.2019	HR	7134
06.02.2019	HU	10662
06.02.2019	ID	6827
06.02.2019	IR	15182
06.02.2019	IT	7191
06.02.2019	IT	7343
06.02.2019	NL	11461
06.02.2019	NO	10943
06.02.2019	NZ	10941
06.02.2019	OM	10941
06.02.2019	PL	11011
06.02.2019	RO	11006
06.02.2019	RS	11945
06.02.2019	SE	11935
06.02.2019	US	11935
06.02.2019	US	10949
06.02.2019	US	11302
06.02.2019	US	11656
06.02.2019	US	11656
06.02.2019	US	11655
06.02.2019	US	11383
06.02.2019	US	11669
06.02.2019	US	7353
06.02.2019	US	7495
06.02.2019	US	7219
06.02.2019	US	11211
06.02.2019	US	8575
06.02.2019	US	7264
06.02.2019	US	4184
06.02.2019	US	11632
06.02.2019	US	15748
06.02.2019	US	15158
06.02.2019	US	12768
06.02.2019	US	5022
07.02.2019	AR	4997
07.02.2019	AU	4989
07.02.2019	AU	4909
07.02.2019	BO	5012
07.02.2019	CA	9434
07.02.2019	CH	7103
07.02.2019	CH	14142
07.02.2019	CL	11386
07.02.2019	DE	11109
07.02.2019	DE	11435
07.02.2019	DE	8581
07.02.2019	DE	7246
07.02.2019	DE	7296
07.02.2019	DE	7354
07.02.2019	DE	7302
07.02.2019	DE	12015
07.02.2019	FR	12019
07.02.2019	ID	12019
07.02.2019	IT	10943
07.02.2019	IT	10943
07.02.2019	IT	10941
07.02.2019	IT	10919
07.02.2019	LT	11011
07.02.2019	LU	11544
07.02.2019	NL	11270
07.02.2019	PH	11208
07.02.2019	RO	11209
07.02.2019	SE	11106
07.02.2019	SK	7377
07.02.2019	US	11098
07.02.2019	US	7353
07.02.2019	US	7280
07.02.2019	US	11590
07.02.2019	US	15184
07.02.2019	US	8620
07.02.2019	US	15136
07.02.2019	US	11505
07.02.2019	US	11634
07.02.2019	US	11634
07.02.2019	US	11119
07.02.2019	US	15513
07.02.2019	US	11920
07.02.2019	US	13468
07.02.2019	US	13425
07.02.2019	US	13413
07.02.2019	US	12526
07.02.2019	US	4883
07.02.2019	US	5008
08.02.2019	AT	5008
08.02.2019	BE	5078
08.02.2019	CA	5012
08.02.2019	CL	4894
08.02.2019	CN	4960
08.02.2019	DE	5116
08.02.2019	DE	11109
08.02.2019	DE	15182
08.02.2019	DE	15451
08.02.2019	ES	15154
08.02.2019	FR	12019
08.02.2019	IE	12019
08.02.2019	IE	8667
08.02.2019	IT	7216
08.02.2019	IT	11302
08.02.2019	PK	11302
08.02.2019	PL	11484
08.02.2019	PL	10975
08.02.2019	PL	10958
08.02.2019	PL	8646
08.02.2019	RU	8951
08.02.2019	SY	11586
08.02.2019	UA	11211
08.02.2019	US	11211
08.02.2019	US	4184
08.02.2019	US	15122
08.02.2019	US	11120
08.02.2019	US	15188
08.02.2019	US	14464
08.02.2019	US	12589
08.02.2019	US	5022
08.02.2019	US	4997
08.02.2019	US	4888
08.02.2019	US	4890
09.02.2019	AR	5112
09.02.2019	AT	4883
09.02.2019	BE	4883
09.02.2019	CA	5062
09.02.2019	CH	5062
09.02.2019	CZ	5012
09.02.2019	DE	4921
09.02.2019	DE	9649
09.02.2019	DE	6877
09.02.2019	DE	7022
09.02.2019	DK	11109
09.02.2019	DK	15182
09.02.2019	ES	8623
09.02.2019	ES	11526
09.02.2019	ES	11528
09.02.2019	ES	7302
09.02.2019	FI	15114
09.02.2019	GB	11005
09.02.2019	HU	11935
09.02.2019	HU	11153
09.02.2019	HU	11296
09.02.2019	ID	11296
09.02.2019	IN	11656
09.02.2019	IT	4780
09.02.2019	IT	11910
09.02.2019	KH	11105
09.02.2019	MV	11911
09.02.2019	MX	11911
09.02.2019	NL	11270
09.02.2019	PL	11276
09.02.2019	PL	11870
09.02.2019	RO	7353
09.02.2019	RU	7353
09.02.2019	SE	7293
09.02.2019	SG	7211
09.02.2019	SK	11770
09.02.2019	TR	7347
09.02.2019	US	7347
09.02.2019	US	11184
09.02.2019	US	11505
09.02.2019	US	11505
09.02.2019	US	11508
09.02.2019	US	11634
09.02.2019	US	4214
09.02.2019	US	4203
09.02.2019	US	15188
09.02.2019	US	15195
09.02.2019	US	6792
09.02.2019	US	894
09.02.2019	US	12610
09.02.2019	US	5059
09.02.2019	US	4997
09.02.2019	US	4890
10.02.2019	AR	4883
10.02.2019	AR	4883
10.02.2019	AT	4999
10.02.2019	AU	5012
10.02.2019	AU	4960
10.02.2019	AU	6991
10.02.2019	CH	7615
10.02.2019	CH	13389
10.02.2019	CL	5262
10.02.2019	CZ	7022
10.02.2019	DE	11998
10.02.2019	DE	11405
10.02.2019	DE	8581
10.02.2019	DE	8626
10.02.2019	DE	15182
10.02.2019	DE	12015
10.02.2019	DE	12019
10.02.2019	DK	10943
10.02.2019	DK	10943
10.02.2019	FR	10941
10.02.2019	FR	11332
10.02.2019	FR	11011
10.02.2019	FR	11011
10.02.2019	FR	11006
10.02.2019	GB	11006
10.02.2019	GB	11935
10.02.2019	GB	10953
10.02.2019	GB	10953
10.02.2019	GB	7498
10.02.2019	GB	11296
10.02.2019	GB	4962
10.02.2019	GB	13416
10.02.2019	GB	11061
10.02.2019	IR	7447
10.02.2019	IR	11685
10.02.2019	IT	15160
10.02.2019	NL	4208
10.02.2019	NL	15189
10.02.2019	NP	8561
10.02.2019	PH	4192
10.02.2019	PL	11211
10.02.2019	RU	7347
10.02.2019	RU	8612
10.02.2019	UA	11261
10.02.2019	US	4184
10.02.2019	US	11505
10.02.2019	US	11508
10.02.2019	US	11632
10.02.2019	US	11634
10.02.2019	US	11634
10.02.2019	US	11634
10.02.2019	US	11633
10.02.2019	US	15181
10.02.2019	US	4203
10.02.2019	US	11171
10.02.2019	US	12766
10.02.2019	US	5022
10.02.2019	US	5091
10.02.2019	US	4992
10.02.2019	US	9265
10.02.2019	US	9438
10.02.2019	US	9451
10.02.2019	UY	9451
11.02.2019	BR	9451
11.02.2019	BR	9444
11.02.2019	CA	1018
11.02.2019	CH	13321
11.02.2019	DE	5507
11.02.2019	DE	7016
11.02.2019	DE	15536
11.02.2019	DK	15536
11.02.2019	DZ	8581
11.02.2019	FR	11528
11.02.2019	FR	11891
11.02.2019	GB	10943
11.02.2019	ID	10941
11.02.2019	IN	10941
11.02.2019	IT	4802
11.02.2019	MA	11299
11.02.2019	PE	11640
11.02.2019	PL	11105
11.02.2019	RU	12055
11.02.2019	RU	11270
11.02.2019	SE	11108
11.02.2019	TH	8529
11.02.2019	US	7353
11.02.2019	US	3455
11.02.2019	US	7219
11.02.2019	US	7443
11.02.2019	US	15166
11.02.2019	US	11508
11.02.2019	US	11512
11.02.2019	US	11161
11.02.2019	US	903
11.02.2019	US	9240
11.02.2019	US	5059
11.02.2019	US	4960
11.02.2019	US	863
11.02.2019	US	7253
11.02.2019	US	8537
11.02.2019	US	7302
12.02.2019	AU	7191
12.02.2019	CA	10941
12.02.2019	DE	11605
12.02.2019	DE	11296
12.02.2019	DE	11656
12.02.2019	DZ	11640
12.02.2019	DZ	4906
12.02.2019	ES	5051
12.02.2019	ES	11382
12.02.2019	IL	11846
12.02.2019	IL	8627
12.02.2019	IR	8627
12.02.2019	LT	8564
12.02.2019	MX	11712
12.02.2019	NL	11505
12.02.2019	NL	11505
12.02.2019	NZ	11505
12.02.2019	RU	11512
12.02.2019	RU	11634
12.02.2019	US	4214
12.02.2019	US	15188
12.02.2019	US	12718
12.02.2019	US	4888
12.02.2019	US	5062
12.02.2019	US	9439
12.02.2019	US	9442
12.02.2019	US	9438
12.02.2019	US	9451
12.02.2019	US	7104
12.02.2019	VN	4182
13.02.2019	AR	11806
13.02.2019	AR	11523
13.02.2019	BD	10930
13.02.2019	BR	11010
13.02.2019	CH	11152
13.02.2019	DE	11296
13.02.2019	DE	11296
13.02.2019	DE	11304
13.02.2019	ES	11645
13.02.2019	ES	4700
13.02.2019	FR	4962
13.02.2019	FR	11092
13.02.2019	FR	11092
13.02.2019	GB	11514
13.02.2019	GB	10970
13.02.2019	GR	11213
13.02.2019	HK	11456
13.02.2019	IN	11876
13.02.2019	IT	11685
13.02.2019	IT	7280
13.02.2019	LB	7333
13.02.2019	MX	7372
13.02.2019	NI	7264
13.02.2019	PL	11508
13.02.2019	RU	11508
13.02.2019	RU	11508
13.02.2019	US	11508
13.02.2019	US	4203
13.02.2019	US	15188
13.02.2019	US	11169
13.02.2019	US	9584
13.02.2019	US	5022
13.02.2019	US	4909
13.02.2019	US	5136
13.02.2019	US	4921
13.02.2019	US	6853
13.02.2019	US	7104
13.02.2019	US	11405
13.02.2019	US	15168
13.02.2019	US	15193
13.02.2019	US	10790
13.02.2019	US	15154
13.02.2019	US	11731
14.02.2019	AR	11499
14.02.2019	AT	11935
14.02.2019	AT	11656
14.02.2019	AU	4842
14.02.2019	BD	4906
14.02.2019	CN	11908
14.02.2019	CZ	10979
14.02.2019	DE	11347
14.02.2019	DE	10968
14.02.2019	DE	11208
14.02.2019	DE	11672
14.02.2019	DE	7353
14.02.2019	DE	10958
14.02.2019	DE	7442
14.02.2019	GB	8601
14.02.2019	IL	11508
14.02.2019	IT	11508
14.02.2019	IT	11634
14.02.2019	NL	4214
14.02.2019	PH	7324
14.02.2019	PL	4203
14.02.2019	PL	11161
14.02.2019	SA	14468
14.02.2019	SI	978
14.02.2019	TR	9240
14.02.2019	US	4890
14.02.2019	US	4881
14.02.2019	US	4964
14.02.2019	US	4964
14.02.2019	US	6840
14.02.2019	US	963
14.02.2019	US	11109
14.02.2019	US	11407
14.02.2019	US	11435
14.02.2019	US	12010
14.02.2019	US	8653
14.02.2019	UY	8658
14.02.2019	ZA	11528
15.02.2019	AR	12015
15.02.2019	AR	10941
15.02.2019	AT	10964
15.02.2019	AU	7234
15.02.2019	AU	11277
15.02.2019	AU	11431
15.02.2019	BG	6848
15.02.2019	BY	7372
15.02.2019	CO	8558
15.02.2019	DE	11211
15.02.2019	DE	11261
15.02.2019	FR	15166
15.02.2019	FR	11634
15.02.2019	GB	15158
15.02.2019	HR	15188
15.02.2019	IN	11918
15.02.2019	IN	11161
15.02.2019	IT	11025
15.02.2019	IT	9432
15.02.2019	MX	13413
15.02.2019	PH	12748
15.02.2019	RU	5022
15.02.2019	RU	5022
15.02.2019	RU	5069
15.02.2019	RU	4883
15.02.2019	SE	5241
15.02.2019	SI	9265
15.02.2019	UA	9438
15.02.2019	US	9438
15.02.2019	US	11109
15.02.2019	US	11109
15.02.2019	US	15536
15.02.2019	US	4186
15.02.2019	US	11528
15.02.2019	US	10941
15.02.2019	US	11281
16.02.2019	AR	11011
16.02.2019	AR	11945
16.02.2019	BR	11935
16.02.2019	BY	8644
16.02.2019	CZ	11656
16.02.2019	DE	11656
16.02.2019	DE	11438
16.02.2019	DE	11675
16.02.2019	DE	6776
16.02.2019	DE	6925
16.02.2019	DE	15189
16.02.2019	DE	11184
16.02.2019	DE	7394
16.02.2019	DE	11784
16.02.2019	DE	11505
16.02.2019	DE	4214
16.02.2019	DE	15158
16.02.2019	ES	4203
16.02.2019	FR	11161
16.02.2019	FR	11166
16.02.2019	IL	9432
16.02.2019	IN	6791
16.02.2019	IN	13366
16.02.2019	IT	894
16.02.2019	IT	1805
16.02.2019	IT	5120
16.02.2019	NL	4888
16.02.2019	NZ	5078
16.02.2019	PL	4979
16.02.2019	RU	4960
16.02.2019	TR	9224
16.02.2019	US	7074
16.02.2019	US	11109
16.02.2019	US	11435
16.02.2019	US	4182
16.02.2019	US	11526
16.02.2019	US	15114
16.02.2019	US	12015
16.02.2019	US	12019
16.02.2019	US	10943
16.02.2019	US	10941
16.02.2019	US	64
17.02.2019	AN	15167
17.02.2019	AR	11332
17.02.2019	AU	10925
17.02.2019	BO	11945
17.02.2019	CH	11935
17.02.2019	CH	11935
17.02.2019	CZ	11296
17.02.2019	DE	11302
17.02.2019	DE	11656
17.02.2019	ES	11656
17.02.2019	ES	11656
17.02.2019	ES	11656
17.02.2019	FI	11382
17.02.2019	FR	11911
17.02.2019	FR	11310
17.02.2019	GB	15140
17.02.2019	GR	7353
17.02.2019	ID	7219
17.02.2019	IN	15189
17.02.2019	IT	15780
17.02.2019	IT	7435
17.02.2019	JP	7435
17.02.2019	KZ	11586
17.02.2019	MX	8600
17.02.2019	NL	8564
17.02.2019	PA	15115
17.02.2019	PE	11505
17.02.2019	PH	15681
17.02.2019	PK	15181
17.02.2019	PK	15418
17.02.2019	PL	11901
17.02.2019	PL	14523
17.02.2019	RO	9553
17.02.2019	RU	9553
17.02.2019	RU	5069
17.02.2019	RU	4895
17.02.2019	SE	4883
17.02.2019	SE	5104
17.02.2019	TR	4960
17.02.2019	UA	4960
17.02.2019	US	8835
17.02.2019	US	9434
17.02.2019	US	15521
17.02.2019	US	14017
17.02.2019	US	11503
17.02.2019	US	8626
17.02.2019	US	15182
17.02.2019	US	10941
17.02.2019	US	11006
17.02.2019	US	11935
17.02.2019	US	11604
17.02.2019	US	4185
17.02.2019	US	11648
18.02.2019	CZ	11514
18.02.2019	CZ	11514
18.02.2019	FR	11571
18.02.2019	GB	11342
18.02.2019	IN	11911
18.02.2019	IN	11911
18.02.2019	IN	11846
18.02.2019	IN	11388
18.02.2019	IT	8646
18.02.2019	IT	8621
18.02.2019	JP	11508
18.02.2019	MA	15513
18.02.2019	MN	11901
18.02.2019	NL	15188
18.02.2019	PK	15188
18.02.2019	PL	11025
18.02.2019	PY	902
18.02.2019	RU	13977
18.02.2019	RU	5069
18.02.2019	RU	4888
18.02.2019	RU	4888
18.02.2019	SK	4895
18.02.2019	TR	5078
18.02.2019	UA	5078
18.02.2019	US	4894
18.02.2019	US	5506
18.02.2019	US	9451
18.02.2019	US	8581
18.02.2019	US	8653
18.02.2019	US	11526
18.02.2019	US	7343
18.02.2019	US	11935
18.02.2019	US	4972
18.02.2019	US	11052
18.02.2019	US	7492
18.02.2019	US	11617
18.02.2019	VN	11672
19.02.2019	BE	11443
19.02.2019	BH	11100
19.02.2019	CH	4208
19.02.2019	DE	11143
19.02.2019	DE	8523
19.02.2019	DE	8602
19.02.2019	DE	15441
19.02.2019	DE	11627
19.02.2019	DK	11240
19.02.2019	ES	11027
19.02.2019	GB	5022
19.02.2019	HU	5071
19.02.2019	IN	4888
19.02.2019	IT	4952
19.02.2019	IT	4992
19.02.2019	NL	5012
19.02.2019	PL	5011
19.02.2019	RS	15477
19.02.2019	RU	9441
19.02.2019	RU	9444
19.02.2019	RU	963
19.02.2019	RU	11435
19.02.2019	SK	12082
19.02.2019	US	11526
19.02.2019	US	11529
19.02.2019	US	7302
19.02.2019	US	15114
19.02.2019	US	12019
19.02.2019	US	10943
19.02.2019	US	10941
19.02.2019	US	10942
19.02.2019	US	11130
19.02.2019	US	11935
19.02.2019	US	8595
19.02.2019	ZA	11308
20.02.2019	BD	11343
20.02.2019	CA	11270
20.02.2019	CZ	11201
20.02.2019	DE	8529
20.02.2019	DE	7492
20.02.2019	DE	7399
20.02.2019	DE	4208
20.02.2019	DE	15189
20.02.2019	DE	15189
20.02.2019	DE	15189
20.02.2019	FR	8575
20.02.2019	FR	11505
20.02.2019	GB	4214
20.02.2019	HU	804
20.02.2019	IN	12610
20.02.2019	IT	12718
20.02.2019	IT	12796
20.02.2019	IT	5040
20.02.2019	PH	4997
20.02.2019	PL	4997
20.02.2019	RU	4888
20.02.2019	RU	4970
20.02.2019	RU	5078
20.02.2019	SE	5011
20.02.2019	US	12776
20.02.2019	US	9451
20.02.2019	US	9451
20.02.2019	US	9232
20.02.2019	US	10683
20.02.2019	US	12744
20.02.2019	US	11109
20.02.2019	US	11109
20.02.2019	US	11435
20.02.2019	US	8581
20.02.2019	US	8630
20.02.2019	US	8623
20.02.2019	US	15199
20.02.2019	US	11526
20.02.2019	US	11528
21.02.2019	AR	11528
21.02.2019	AU	7302
21.02.2019	CH	7343
21.02.2019	CL	8669
21.02.2019	CO	7308
21.02.2019	DE	12036
21.02.2019	DE	11987
21.02.2019	DE	11655
21.02.2019	DE	11908
21.02.2019	DE	12054
21.02.2019	DE	11263
21.02.2019	DE	11431
21.02.2019	DK	11855
21.02.2019	FR	15140
21.02.2019	FR	7353
21.02.2019	HU	15189
21.02.2019	HU	15169
21.02.2019	IL	8619
21.02.2019	IT	15201
21.02.2019	IT	11505
21.02.2019	JP	15181
21.02.2019	LV	15188
21.02.2019	MX	9231
21.02.2019	NL	12658
21.02.2019	NZ	4989
21.02.2019	PL	5008
21.02.2019	PT	9153
21.02.2019	QA	9438
21.02.2019	RU	13259
21.02.2019	RU	11998
21.02.2019	SA	8649
21.02.2019	SE	11526
21.02.2019	SI	11528
21.02.2019	SK	7218
21.02.2019	UA	12015
21.02.2019	UA	12019
21.02.2019	US	10943
21.02.2019	US	11006
21.02.2019	US	11006
21.02.2019	US	11006
21.02.2019	US	10959
21.02.2019	US	11343
21.02.2019	US	11343
21.02.2019	US	10968
21.02.2019	US	11855
21.02.2019	US	11855
21.02.2019	US	15577
21.02.2019	US	8619
21.02.2019	US	8564
22.02.2019	AR	11260
22.02.2019	AR	11508
22.02.2019	BE	11632
22.02.2019	CA	11161
22.02.2019	DE	988
22.02.2019	DE	4888
22.02.2019	FR	5078
22.02.2019	GB	5078
22.02.2019	GB	5088
22.02.2019	GR	4960
22.02.2019	IN	1000
22.02.2019	IN	11528
22.02.2019	NL	12015
22.02.2019	NZ	10943
22.02.2019	PL	4802
22.02.2019	PL	11194
22.02.2019	RS	11731
22.02.2019	SE	11011
22.02.2019	TR	11304
22.02.2019	UA	11531
22.02.2019	US	10968
22.02.2019	US	11263
22.02.2019	US	11213
22.02.2019	US	7377
22.02.2019	US	7377
22.02.2019	US	4208
22.02.2019	US	15189
22.02.2019	US	7212
22.02.2019	US	11469
22.02.2019	US	15209
23.02.2019	AE	15166
23.02.2019	DE	4214
23.02.2019	DE	15158
23.02.2019	DE	12720
23.02.2019	FR	9481
23.02.2019	FR	5022
23.02.2019	GB	5071
23.02.2019	GB	4988
23.02.2019	HK	5112
23.02.2019	IN	5008
23.02.2019	IS	9444
23.02.2019	IT	9232
23.02.2019	MD	6854
23.02.2019	NZ	11110
23.02.2019	PH	8626
23.02.2019	RS	883
23.02.2019	RS	11525
23.02.2019	SE	11011
23.02.2019	SK	11011
23.02.2019	UA	11011
23.02.2019	US	11935
23.02.2019	US	11302
23.02.2019	US	11656
23.02.2019	US	4962
23.02.2019	US	11083
23.02.2019	US	7265
23.02.2019	US	7233
23.02.2019	US	15153
23.02.2019	US	8564
23.02.2019	US	8564
23.02.2019	US	8574
23.02.2019	ZA	11261
24.02.2019	AR	7416
24.02.2019	AT	11632
24.02.2019	AU	11632
24.02.2019	BR	11634
24.02.2019	BR	11826
24.02.2019	CA	15181
24.02.2019	CA	11120
24.02.2019	CA	15418
24.02.2019	CL	9237
24.02.2019	DE	6489
24.02.2019	DE	5022
24.02.2019	DE	4888
24.02.2019	DE	5083
24.02.2019	DE	4883
24.02.2019	DZ	5125
24.02.2019	EC	4894
24.02.2019	ES	4186
24.02.2019	ES	11890
24.02.2019	FR	15114
24.02.2019	FR	12016
24.02.2019	GB	10943
24.02.2019	IE	11302
24.02.2019	MK	11645
24.02.2019	MX	11544
24.02.2019	NL	11137
24.02.2019	PL	11276
24.02.2019	PL	11206
24.02.2019	RU	7372
24.02.2019	SK	7293
24.02.2019	US	11929
24.02.2019	US	8614
24.02.2019	US	11505
24.02.2019	US	11505
24.02.2019	US	11634
24.02.2019	US	11169
24.02.2019	US	5022
24.02.2019	ZA	4970
25.02.2019	AM	5012
25.02.2019	AR	6976
25.02.2019	AU	11109
25.02.2019	AU	11528
25.02.2019	AU	10943
25.02.2019	BG	10943
25.02.2019	CA	10941
25.02.2019	CH	10941
25.02.2019	DE	10924
25.02.2019	DE	11302
25.02.2019	ES	11302
25.02.2019	GB	11108
25.02.2019	GR	7333
25.02.2019	IT	7372
25.02.2019	MD	8608
25.02.2019	MX	4214
25.02.2019	TH	15181
25.02.2019	US	15158
25.02.2019	US	11161
25.02.2019	US	14427
25.02.2019	US	4888
25.02.2019	US	5061
25.02.2019	US	9545
25.02.2019	US	13301
25.02.2019	US	11503
25.02.2019	US	15451
25.02.2019	US	7218
25.02.2019	US	10942
25.02.2019	US	11731
26.02.2019	BE	15529
26.02.2019	ES	11152
26.02.2019	FR	11656
26.02.2019	FR	11656
26.02.2019	IE	11654
26.02.2019	IT	11206
26.02.2019	IT	8639
26.02.2019	PL	15189
26.02.2019	RO	15212
26.02.2019	RO	8637
26.02.2019	RU	11633
26.02.2019	SE	11633
26.02.2019	US	15188
26.02.2019	US	15188
26.02.2019	US	11217
26.02.2019	US	14501
26.02.2019	US	12740
26.02.2019	US	5022
26.02.2019	US	9438
26.02.2019	US	11110
26.02.2019	US	8581
26.02.2019	US	8653
26.02.2019	UY	7274
27.02.2019	CH	7191
27.02.2019	CH	10941
27.02.2019	CZ	7199
27.02.2019	CZ	10915
27.02.2019	DE	11296
27.02.2019	DK	11299
27.02.2019	IN	11964
27.02.2019	IN	11964
27.02.2019	KZ	10968
27.02.2019	PL	11213
27.02.2019	TH	11438
27.02.2019	UA	8529
27.02.2019	US	15780
27.02.2019	US	15201
27.02.2019	US	11632
27.02.2019	US	11632
27.02.2019	US	11826
27.02.2019	US	11171
27.02.2019	US	11025
27.02.2019	US	821
27.02.2019	US	9642
27.02.2019	US	5022
27.02.2019	US	4970
27.02.2019	US	5008
28.02.2019	AU	4894
28.02.2019	AU	4894
28.02.2019	BE	8008
28.02.2019	BG	9441
28.02.2019	CA	9444
28.02.2019	DE	10727
28.02.2019	DE	8630
28.02.2019	DE	4182
28.02.2019	IS	8537
28.02.2019	KZ	11325
28.02.2019	NL	11528
28.02.2019	RU	12019
28.02.2019	SE	12019
28.02.2019	TH	10943
28.02.2019	UA	10941
28.02.2019	UA	11332
28.02.2019	US	11011
28.02.2019	US	11935
28.02.2019	US	11935
28.02.2019	US	12036
28.02.2019	US	12036
28.02.2019	US	11604
28.02.2019	US	11296
28.02.2019	US	11656
28.02.2019	US	11956
28.02.2019	US	11956
28.02.2019	US	15192
